  DATE    T-ini  T-end  %SUN   %CLOU  %GOOD  %MOD   %BAD   OBS
20050510  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050511  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050512  12.11  17.53  68.95  31.05   0.00   0.00  68.95   1
20050513  11.80  15.37  84.79  15.21   0.00   0.00  84.79   1
20050514  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050515  12.54  20.74  97.37   2.63  89.87   1.48   6.01   1
20050516  11.99  19.44  96.62   3.38  71.82   4.52  20.28   1
20050517  14.21  20.35  98.53   1.47  65.83  21.43  11.27   1
20050518  12.30  18.22 100.00   0.00  52.55  31.61  15.85   1
20050519  11.95  20.35  42.18  57.82  12.40   6.65  23.14   1
20050520  14.47  20.82  98.12   1.88  53.54  27.39  17.19   1
20050521  11.93  20.82  96.50   3.50  85.89  10.23   0.38   1
20050522  11.99  17.54  57.04  42.96   0.00   0.00  57.04   1
20050523  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050524  11.97  20.83  90.01   9.99  64.83   0.00  25.18   1
20050525  11.98  18.89  86.08  13.92  37.79  32.81  15.48   1
20050526  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050527  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050528  12.01  15.15  64.25  35.75  31.02   9.02  24.22   1
20050529  12.01  17.51  89.26  10.74  83.25   0.31   5.70   1
20050530  12.02  18.95  49.78  50.22   0.00   0.00  49.78   1
20050531  12.04  20.34  62.54  37.46  30.96   2.11  29.46   1
20050601  12.14  19.11  89.71  10.29  43.60  12.38  33.73   1
20050602  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050603  12.28  19.73  79.87  20.13   3.00   9.06  67.80   1
20050604  12.30  19.93  92.31   7.69  52.72   8.12  31.46   1
20050605  12.16  19.41  73.34  26.66   1.52   5.72  66.10   1
20050606  12.26  20.44  87.61  12.39  17.24  35.05  35.31   1
20050607  12.34  17.05  95.22   4.78  21.11  28.47  45.65   1
20050608  12.11  20.45  95.26   4.74  92.55   1.44   1.28   1
20050609  12.63  15.49  99.77   0.23  23.10  47.99  28.68   1
20050610  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050611  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050612  12.15  15.82  55.67  44.33  33.92   7.43  14.31   1
20050613  12.19  19.22  91.79   8.21  76.24   3.22  12.33   1
20050614  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050615  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050616  12.68  20.39  83.05  16.95  60.17   4.52  18.36   1
20050617  12.16  20.09  47.03  52.97  12.06   3.53  31.44   1
20050618  15.21  19.89  43.25  56.75  23.99   1.38  17.89   1
20050619  13.23  19.71   0.00 100.00   0.00   0.00   0.00   1
20050620  12.22  20.41  73.02  26.98  49.15   2.54  21.33   1
20050621  12.19  14.04   0.00 100.00   0.00   0.00   0.00   1
20050622  12.59  19.16  67.25  32.75   1.84   1.22  64.19   1
20050623  12.32  17.17  59.34  40.66   7.16   3.21  48.98   1
20050624  12.20  19.15  94.13   5.87   4.03   5.26  84.84   1
20050625  13.59  15.00  95.10   4.90  33.41  14.74  46.95   1
20050626  12.20  14.34  36.01  63.99   0.00   0.00  36.01   1
20050627  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050628  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050629  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050630  14.16  19.58  80.89  19.11   0.00   0.09  80.80   1
20050701  12.28  14.17   9.98  90.02   1.35   8.20   0.43   1
20050702   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20050703   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20050704   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20050705  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050706  12.47  20.55  82.99  17.01  72.50   5.44   5.05   1
20050707  12.38  20.07  90.65   9.35  52.15   9.41  29.08   1
20050708  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20050709  13.95  21.65 100.00   0.00   0.00   0.00 100.00   1
20050710   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20050711   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20050712   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20050713   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20050714  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050715  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050716  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050717  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050718  12.55  22.00 100.00   0.00   0.00   0.00 100.00   1
20050719  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050720  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050721  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050722  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050723  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050724  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050725  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050726  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050727  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050728  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050729  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050730  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050731  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050801  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050802  10.00  22.00  99.58   0.42   0.00   0.00  99.58   1
20050803  10.00  15.18 100.00   0.00   0.00   0.00 100.00   1
20050804  12.46  22.00 100.00   0.00   0.00   0.00 100.00   1
20050805  10.00  13.38 100.00   0.00   0.00   0.00 100.00   1
20050806  12.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050807  12.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050808  12.68  22.00 100.00   0.00   0.00   0.00 100.00   1
20050809  10.00  21.55 100.00   0.00   0.00   0.00 100.00   1
20050810  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050811  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050812  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050813  10.00  22.00  99.56   0.44   0.00   0.00  99.56   1
20050814  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050815  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050816  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050817  10.00  22.00  99.15   0.85   0.00   0.00  99.15   1
20050818  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050819  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050820  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050821  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050822  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050823  10.00  13.76 100.00   0.00   0.00   0.00 100.00   1
20050824  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050825  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050826  15.77  22.00 100.00   0.00   0.00   0.00 100.00   1
20050827  10.00  12.96 100.00   0.00   0.00   0.00 100.00   1
20050828  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050829  11.33  21.71  97.61   2.39   0.00   0.00  97.61   1
20050830  11.30  22.00 100.00   0.00   0.00   0.00 100.00   1
20050831  12.02  22.00 100.00   0.00   0.00   0.00 100.00   1
20050901  11.42  22.00  99.73   0.27   0.00   0.00  99.73   1
20050902  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050903  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050904  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050905  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050906  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050907  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050908  10.00  22.00  99.02   0.98   0.00   0.00  99.02   1
20050909  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050910  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050911  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050912  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050913  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050914  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050915  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050916  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050917  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050918  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050919  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050920  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050921  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050922  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050923  10.00  22.00  94.58   5.42   0.00   0.00  94.58   1
20050924  11.46  22.00  99.92   0.08   0.00   0.00  99.92   1
20050925  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050926  10.00  22.00  97.09   2.91   0.00   0.00  97.09   1
20050927  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050928  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050929  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20050930  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051001  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051002  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051003  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051004  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051005  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051006  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051007  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051008  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051009  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051010  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051011  10.00  12.48 100.00   0.00   0.00   0.00 100.00   1
20051012  10.00  22.00  99.99   0.00   0.00   0.00  99.99   1
20051013  11.19  22.00 100.00   0.00   0.00   0.00 100.00   1
20051014  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051015  10.00  22.00  99.99   0.00   0.00   0.00  99.99   1
20051016  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051017  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051018  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051019  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051020  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051021  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051022  10.00  15.05 100.00   0.00   0.00   0.00 100.00   1
20051023  10.00  22.00  99.99   0.00   0.00   0.00  99.99   1
20051024  12.54  22.00 100.00   0.00   0.00   0.00 100.00   1
20051025  10.00  22.00  99.40   0.60   0.00   0.59  98.80   1
20051026  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051027  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051028  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051029  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051030  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051031  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051101  10.00  15.21  94.06   5.94   0.00   0.00  94.06   1
20051102  11.55  22.00 100.00   0.00   0.00   0.00 100.00   1
20051103  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051104  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051105  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051106  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051107  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051108  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051109  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051110  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051111  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051112  10.00  22.00 100.00   0.00   0.00   0.00 100.00   1
20051113  10.00  20.91  98.79   1.21   0.00   0.00  98.79   1
20051114  11.35  14.70 100.00   0.00  97.64   0.17   2.19   1
20051115  11.60  21.39  99.24   0.76  39.86  39.89  19.49   1
20051116  10.90  17.05  73.86  26.14  65.01   8.72   0.13   1
20051117  10.53  15.78  66.23  33.77  14.07   7.08  45.08   1
20051118  11.47  17.59  99.80   0.20  99.73   0.00   0.07   1
20051119  11.00  17.06  99.80   0.20  99.77   0.00   0.03   1
20051120  10.80  16.89  99.67   0.33  39.14  42.79  17.74   1
20051121  10.13  16.90  90.97   9.03  81.65   9.30   0.02   1
20051122  10.77  16.91  99.85   0.15  92.52   7.27   0.07   1
20051123  10.00  12.06  99.25   0.75  81.19   5.36  12.70   1
20051124   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051125   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051126   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051127   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051128   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051129   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051130  12.84  16.31  94.17   5.83   5.26  66.16  22.75   1
20051201  11.11  16.28  98.51   1.49   0.03  36.53  61.95   1
20051202  11.49  16.39  91.35   8.65   0.00  70.98  20.37   1
20051203  12.03  16.39  99.71   0.29  73.67  17.07   8.98   1
20051204  11.27  15.70  99.52   0.48  50.19  40.11   9.22   1
20051205  12.13  15.60  92.60   7.40  20.29  32.31  40.00   1
20051206   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051207   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051208   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051209  10.13  14.53  93.51   6.49   0.00   6.04  87.47   1
20051210   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051211   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051212  10.74  15.39  96.76   3.24   0.00   0.00  96.76   1
20051213  10.02  16.21  92.09   7.91   1.46  54.95  35.69   1
20051214  11.09  16.21  93.57   6.43   0.00   1.70  91.87   1
20051215  11.85  16.22  92.29   7.71   0.00   0.00  92.29   1
20051216  10.77  16.13  99.75   0.25  57.71  33.57   8.47   1
20051217  10.05  16.24  97.33   2.67  73.42  23.89   0.02   1
20051218  10.94  16.25  99.78   0.22  96.51   1.61   1.66   1
20051219  10.20  16.26  99.18   0.82  90.81   6.76   1.62   1
20051220  11.32  14.45  99.47   0.53   0.00   0.00  99.47   1
20051221  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20051222   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051223   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051224   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051225   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051226   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051227   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051228   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051229   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051230   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20051231   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060101   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060102   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060103  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060104  10.62  16.64  99.74   0.26  31.39  21.15  47.20   1
20060105  10.73  16.64  99.32   0.68  55.77  23.02  20.53   1
20060106  10.44  16.65  97.11   2.89   0.00   0.00  97.11   1
20060107  10.58  16.66  98.08   1.92   0.00   0.00  98.08   1
20060108  10.40  14.88  76.40  23.60  21.78   6.75  47.87   1
20060109  10.40  15.25  94.05   5.95   0.00   0.00  94.05   1
20060110  11.39  16.68  99.86   0.14   3.96  81.65  14.25   1
20060111  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060112  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060113  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060114  11.39  17.11  99.68   0.32  69.08  28.77   1.83   1
20060115  11.27  17.12  99.92   0.08  99.85   0.00   0.08   1
20060116  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060117  10.76  17.30  56.66  43.34   0.00   4.49  52.18   1
20060118  11.27  17.30  99.86   0.14  10.96  57.30  31.60   1
20060119  10.34  17.31  95.45   4.55  35.63  46.05  13.77   1
20060120  11.00  12.54  75.73  24.27   0.00   0.00  75.73   1
20060121  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060122  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060123  10.51  13.66  53.57  46.43   2.74   5.04  45.79   1
20060124  10.31  17.21  90.89   9.11  61.25  20.57   9.08   1
20060125  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060126  12.50  21.05  93.87   6.13  25.55  38.57  29.75   1
20060127  11.27  20.07  98.20   1.80   0.00  42.22  55.99   1
20060128  14.54  20.35  82.42  17.58   0.08  38.58  43.76   1
20060129  15.64  20.39  78.71  21.29   0.00   8.29  70.42   1
20060130  12.67  16.90  83.64  16.36   0.00   0.00  83.64   1
20060131  11.72  20.55  99.82   0.18  44.16  32.10  23.57   1
20060201  10.74  14.04  28.59  71.41   0.00   0.00  28.59   1
20060202  11.89  13.63  63.96  36.04   0.00   0.00  63.96   1
20060203  11.45  12.96  65.39  34.61   0.00   2.55  62.84   1
20060204  10.76  18.09  97.17   2.83  59.30  29.70   8.17   1
20060205  10.53  20.94  96.30   3.70  63.02  25.04   8.24   1
20060206  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060207  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060208   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060209   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060210   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060211   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060212   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060213   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060214  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060215  12.26  21.12  28.31  71.69   2.40  25.00   0.91   1
20060216  11.00  21.87  97.96   2.04  88.10   8.89   0.97   1
20060217  11.68  18.87  88.98  11.02   2.76  52.25  33.97   1
20060218  11.11  19.30  81.31  18.69   0.00  56.38  24.93   1
20060219  10.95  19.05  93.62   6.38  32.84  38.24  22.54   1
20060220  11.07  21.86  86.52  13.48   0.00   0.38  86.14   1
20060221  11.08  17.43  97.40   2.60   0.03   0.10  97.28   1
20060222  10.78  16.64  96.18   3.82   0.00   0.00  96.18   1
20060223  10.89  14.76  94.79   5.21   0.00   0.00  94.79   1
20060224  10.83  19.12  93.91   6.09   0.00   0.03  93.88   1
20060225  10.85  16.69  91.00   9.00   0.05   0.00  90.95   1
20060226  10.83  17.23  95.20   4.80  36.95  42.29  15.96   1
20060227  10.83  12.92  68.87  31.13   0.00   0.00  68.87   1
20060228  10.84  18.50  73.05  26.95   6.24   1.72  65.09   1
20060301  11.63  21.11  97.22   2.78  46.38  29.27  21.58   1
20060302  12.82  15.80  79.70  20.30   0.00  24.20  55.50   1
20060303  12.43  20.98  99.81   0.19  81.71  16.33   1.77   1
20060304  12.47  21.12  98.70   1.30  82.37  16.26   0.07   1
20060305  11.33  20.53  99.93   0.07  73.36  17.84   8.73   1
20060306  15.60  20.95  99.78   0.22  66.89  29.40   3.49   1
20060307  12.33  21.57  98.21   1.79  52.44  11.23  34.53   1
20060308  11.07  16.94  97.25   2.75  41.28  48.16   7.81   1
20060309  11.14  21.56  96.33   3.67   1.20  58.47  36.65   1
20060310  11.24  21.56  92.49   7.51   1.90  59.62  30.97   1
20060311  11.13  21.55  97.40   2.60  27.75  51.63  18.02   1
20060312  10.96  21.68  80.61  19.39   0.00   0.00  80.61   1
20060313  11.40  21.54  99.91   0.09  13.49  49.20  37.23   1
20060314  10.97  19.99  91.63   8.37   2.36  60.36  28.91   1
20060315  10.97  19.02  93.80   6.20   0.00   0.02  93.78   1
20060316  11.11  20.77  98.20   1.80  90.35   7.80   0.04   1
20060317  10.99  20.66  96.50   3.50  61.69  28.24   6.56   1
20060318  11.09  19.81  92.86   7.14   0.00  26.49  66.37   1
20060319  11.01  19.57  95.29   4.71   0.02   0.00  95.27   1
20060320  11.01  18.77  92.55   7.45   0.02   0.00  92.53   1
20060321  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060322   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060323   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060324   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060325  13.33  21.23  66.90  33.10   0.00   0.00  66.90   1
20060326  11.65  21.23  98.65   1.35  22.38  55.24  21.03   1
20060327  11.39  21.22  98.24   1.76  68.08  11.29  18.87   1
20060328  11.12  21.00  92.41   7.59   0.31   0.42  91.68   1
20060329  11.51  20.85  97.93   2.07  30.90  44.77  22.26   1
20060330  11.86  19.77  87.46  12.54  37.02  14.98  35.45   1
20060331   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060401   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060402   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060403   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060404   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060405   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060406   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060407   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060408   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060409   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060410   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060411  17.00  21.01  98.71   1.29  54.92  43.59   0.21   1
20060412  11.91  20.46  99.90   0.10  53.70  23.32  22.89   1
20060413  11.75  15.17  98.10   1.90  38.76  36.22  23.11   1
20060414  11.63  20.90  99.29   0.71  79.73  15.06   4.50   1
20060415  11.55  20.94  94.21   5.79  61.15  29.51   3.56   1
20060416  12.50  21.38  99.82   0.18  85.95  13.70   0.18   1
20060417  12.01  20.93  99.85   0.15  97.40   2.32   0.13   1
20060418  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060419  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060420  11.75  20.69  94.83   5.17  49.98  12.24  32.60   1
20060421  11.45  21.16  95.49   4.51   0.69  79.39  15.41   1
20060422  11.56  19.68   0.74  99.26   0.00   0.00   0.74   1
20060423  11.58  21.60  94.34   5.66  56.17  28.95   9.22   1
20060424  11.50  21.60  93.01   6.99  67.57  13.60  11.84   1
20060425  11.51  14.75  67.80  32.20   1.72   6.62  59.46   1
20060426   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060427   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060428  13.50  20.57  99.92   0.08  65.37  24.30  10.26   1
20060429  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060430   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060501   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060502   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060503  11.69  20.02  89.89  10.11  69.35  18.51   2.03   1
20060504  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060505  11.66  20.61  88.88  11.12  60.15  27.99   0.74   1
20060506  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060507  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060508  11.72  15.35  84.19  15.81  61.88  22.26   0.05   1
20060509  11.83  16.01  74.75  25.25  34.57   8.36  31.82   1
20060510   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060511   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060512  11.80  18.93  93.80   6.20  47.81  11.64  34.35   1
20060513  11.78  20.87  96.04   3.96  88.65   7.38   0.02   1
20060514  11.80  20.02  95.96   4.04  75.51  16.52   3.92   1
20060515  11.83  19.51  95.42   4.58  56.02  33.81   5.59   1
20060516  11.86  20.87  84.33  15.67   0.00  38.02  46.31   1
20060517  11.85  20.82  96.29   3.71   1.04  51.26  43.99   1
20060518  11.91  20.02  57.95  42.05   0.00   0.00  57.95   1
20060519  11.85  20.34  89.61  10.39   1.60   9.67  78.34   1
20060520  11.92  19.94  75.54  24.46   0.17  41.78  33.59   1
20060521  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060522  11.90  20.30  11.57  88.43   2.46   0.10   9.01   1
20060523  11.92  19.60  33.10  66.90   5.19   4.32  23.59   1
20060524  12.44  20.17  45.59  54.41   2.28  13.56  29.75   1
20060525  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060526  12.59  15.67  58.38  41.62   1.11   3.16  54.12   1
20060527  12.05  20.83  84.91  15.09  62.62   4.14  18.15   1
20060528  13.02  20.80  99.91   0.09  93.34   6.55   0.02   1
20060529  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060530  12.31  20.25  96.85   3.15  50.78  16.02  30.05   1
20060531  12.37  20.84  13.23  86.77   0.00   0.00  13.23   1
20060601  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060602  12.28  19.11  60.02  39.98  41.91   3.96  14.15   1
20060603   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060604   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060605   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20060606  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060607  12.10  13.46  54.74  45.26   0.00   0.00  54.74   1
20060608  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060609  12.12  20.45  95.50   4.50  67.68   1.39  26.43   1
20060610  12.76  14.09  74.10  25.90  32.50  13.73  27.87   1
20060611  12.71  20.26  99.45   0.55  83.92  14.92   0.61   1
20060612  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060613  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060614  12.90  20.47  80.59  19.41   3.06   2.40  75.14   1
20060615  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20060616  17.98  20.40  96.75   3.25  84.76   5.32   6.67   1
20060617  12.99  20.41  85.35  14.65  46.20  11.78  27.37   1
20060618  12.19  20.40  86.77  13.23  73.22   7.47   6.08   1
20060619  15.01  20.41  73.48  26.52  14.68  19.03  39.78   1
20060620  13.95  20.19  92.83   7.17  58.48  13.28  21.08   1
20060621  12.75  19.93  81.81  18.19   1.42  33.57  46.82   1
20060622  12.54  20.42  70.93  29.07  50.47   3.55  16.91   1
20060623  12.31  20.10  85.73  14.27  57.54   0.21  27.97   1
